0.0 0.2 0.0 -0.4279492 0.437501 -0.0 -0.4098832 
0.0 0.196 0.0 -0.420616 0.4216154 -0.0 -0.3736585 
0.0 0.192 0.0 -0.4127556 0.3801586 -0.0 -0.3368032 
0.0 0.188 0.0 -0.4045885 0.3150401 -0.0 -0.2953202 
0.0 0.184 0.0 -0.3965349 0.2349835 -0.0 -0.24853 
0.0 0.18 0.0 -0.3892284 0.1674678 -0.0 -0.1905889 
0.0 0.176 0.0 -0.3832611 0.1197642 -0.0 -0.1188013 
0.0 0.172 0.0 -0.3786991 -0.0700752 -0.0 -0.0368521 
0.0 0.168 0.0 -0.3747454 -0.1707548 -0.0 0.113595 
0.0 0.164 0.0 -0.3707007 -0.1308668 -0.0 0.2416061 
0.0 0.16 0.0 -0.3656845 -0.0535083 -0.0 0.3439675 
0.0 0.156 0.0 -0.3590308 0.0462758 -0.0 0.4151421 
0.0 0.152 0.0 -0.3507507 0.1554049 -0.0 0.4409463 
0.0 0.148 0.0 -0.3415016 0.2685337 -0.0 0.4069461 
0.0 0.144 0.0 -0.3322593 0.3787407 -0.0 0.2972145 
0.0 0.14 0.0 -0.324068 0.4486652 0.0 0.106739 
0.0 0.136 0.0 -0.3177135 0.3991551 0.0 -0.1105102 
0.0 0.132 0.0 -0.3135538 0.1503063 0.0 -0.2419508 
0.0 0.128 0.0 -0.3117952 -0.2427229 0.0 -0.1879483 
0.0 0.124 0.0 -0.3109951 -0.495775 0.0 -0.0992456 
0.0 0.12 0.0 -0.3070244 -0.5229168 0.0 -0.2103948 
0.0 0.116 0.0 -0.2976912 -0.1363418 0.0 -0.1515054 
0.0 0.112 0.0 -0.2891629 0.5074751 -0.0 0.0389769 
0.0 0.108 0.0 -0.2809074 0.2493851 -0.0 -0.0494592 
0.0 0.104 0.0 -0.2732693 0.1458707 0.0 -0.1222786 
0.0 0.1 0.0 -0.2666477 0.1156385 0.0 -0.2022709 
0.0 0.096 0.0 -0.2621298 0.2793919 0.0 -0.2296022 
0.0 0.092 0.0 -0.2638794 -0.331869 0.0 0.3308942 
0.0 0.088 0.0 -0.2601913 -0.3735389 0.0 0.3657431 
0.0 0.084 0.0 -0.2566762 -0.3720433 0.0 0.3653481 
0.0 0.08 0.0 -0.2532173 -0.3643589 -0.0 0.3596526 
0.0 0.076 0.0 -0.2497676 -0.3511167 0.0 0.3552206 
0.0 0.072 0.0 -0.2463803 -0.332428 0.0 0.3564273 
0.0 0.068 0.0 -0.2431918 -0.3071973 0.0 0.3646963 
0.0 0.064 0.0 -0.240397 -0.2735538 0.0 0.3786517 
0.0 0.06 0.0 -0.2382227 -0.2297737 0.0 0.3948989 
0.0 0.056 0.0 -0.2369015 -0.1753315 0.0 0.4091316 
0.0 0.052 0.0 -0.2366469 -0.11194 0.0 0.417538 
0.0 0.048 0.0 -0.2376277 -0.0440972 0.0 0.4185096 
0.0 0.044 0.0 -0.2399422 0.0216925 0.0 0.4139559 
0.0 0.04 0.0 -0.2435921 0.0789786 0.0 0.4090782 
0.0 0.036 0.0 -0.2484573 0.1231572 0.0 0.4106498 
0.0 0.032 0.0 -0.2542652 0.151641 0.0 0.4254004 
0.0 0.028 0.0 -0.2605405 0.1627515 0.0 0.4596059 
0.0 0.024 0.0 -0.2665225 0.1548149 0.0 0.5185058 
0.0 0.02 0.0 -0.2710942 0.1280474 0.0 0.5996845 
0.0 0.016 0.0 -0.2730497 0.0910048 0.0 0.6743473 
0.0 0.012 0.0 -0.2720376 0.0569778 0.0 0.6594633 
0.0 0.008 0.0 -0.2699523 -0.0021742 -0.0 -0.5682724 
0.0 0.004 0.0 -0.2704021 -0.003774 -0.0 -0.9835609 
0.0 0.0 0.0 -0.2706019 0.0 0.0 -0.9997764 
0.004 0.0 0.0 -0.2703988 0.0036522 0.0001169 -0.9840384 
0.008 0.0 0.0 -0.2698575 -0.0012195 0.0067266 -0.6474749 
0.012 0.0 0.0 -0.2717975 -0.0555896 0.0045183 0.6887345 
0.016 0.0 0.0 -0.2729388 -0.0714759 -0.0063564 0.7036683 
0.02 0.0 0.0 -0.2710806 -0.0850772 -0.0150054 0.6231188 
0.024 0.0 0.0 -0.2665375 -0.0832152 -0.02057 0.5362736 
0.028 0.0 0.0 -0.2605867 -0.0602988 -0.0231707 0.4726308 
0.032 0.0 0.0 -0.2544213 -0.0200591 -0.0206791 0.4342422 
0.036 0.0 0.0 -0.2488784 0.0307664 -0.0070637 0.4156191 
0.04 0.0 0.0 -0.2445466 0.080825 0.030858 0.4040556 
0.044 0.0 0.0 -0.2419317 0.0965406 0.1148866 0.3469378 
0.048 0.0 0.0 -0.2415832 0.0190819 0.2153193 0.150014 
0.052 0.0 0.0 -0.2436545 -0.0921272 0.2504457 -0.0565714 
0.056 0.0 0.0 -0.2477345 -0.1732684 0.2513477 -0.1759234 
0.06 0.0 0.0 -0.2533863 -0.2322231 0.2445332 -0.2474777 
0.064 0.0 0.0 -0.2601938 -0.2786091 0.2338441 -0.2980524 
0.068 0.0 0.0 -0.2677087 -0.3166429 0.2189684 -0.3378697 
0.072 0.0 0.0 -0.2754444 -0.347421 0.1999989 -0.3694558 
0.076 0.0 0.0 -0.2828876 -0.3697294 0.1784862 -0.3910128 
0.08 0.0 0.0 -0.2895224 -0.3798097 0.1568861 -0.397574 
0.084 0.0 0.0 -0.2948698 -0.3704788 0.1351814 -0.3814336 
0.088 0.0 0.0 -0.298568 -0.3338477 0.1066514 -0.3367688 
0.092 0.0 0.0 -0.3005206 -0.2750306 0.0665203 -0.2766103 
0.096 0.0 0.0 -0.3009742 -0.2138641 0.0257055 -0.2310977 
0.1 0.0 0.0 -0.3003566 -0.1620549 -0.0037952 -0.2138592 
0.104 0.0 0.0 -0.2991037 -0.1193854 -0.0205329 -0.2176472 
0.108 0.0 0.0 -0.2975992 -0.0826425 -0.0286399 -0.2293102 
0.112 0.0 0.0 -0.2961492 -0.0496225 -0.0327078 -0.2384415 
0.116 0.0 0.0 -0.2949704 -0.0195114 -0.0356496 -0.23985 
0.12 0.0 0.0 -0.294192 0.0078318 -0.0383062 -0.2329427 
0.124 0.0 0.0 -0.2938658 0.0326603 -0.0400495 -0.2196761 
0.128 0.0 0.0 -0.2939868 0.0555935 -0.0397639 -0.2023644 
0.132 0.0 0.0 -0.2945298 0.0772573 -0.0366113 -0.1824382 
0.136 0.0 0.0 -0.2954894 0.0978182 -0.0303095 -0.1604647 
0.14 0.0 0.0 -0.2968993 0.1169508 -0.0210192 -0.1367799 
