41 28.3458918749 0.0 1.0
17 31.6124000251 0.172856098342 0.8412586646514568
45 35.4651008509 0.376732164827 0.6860998109508373
15 39.3178016766 0.580608231312 0.5595579223921635
39 42.5843098268 0.753464329654 0.47073295058671716
31 47.6044549158 1.01911886143 0.36091281430821126
7 50.8215521892 1.18936024981 0.3044159519464145
23 54.8633619163 1.40324352441 0.24579841642349026
1 57.9245903327 1.56523669138 0.20903852969908435
21 60.9858187491 1.72722985835 0.17777619373866863
5 65.0276284762 1.94111313295 0.14354407717254422
29 68.2447257496 2.11135452133 0.12107385819068937
37 73.2648708386 2.37700905311 0.09282780575331719
13 76.5313789889 2.54986515145 0.07809219591056038
47 80.3840798146 2.75374121793 0.06368913997833196
19 84.2367806403 2.95761728442 0.05194253412754948
43 87.5032887905 3.13047338276 0.043697106898754966
35 92.5234338795 3.39612791454 0.03350274462048976
11 95.7405311529 3.56636930292 0.028258264855492883
27 99.78234088 3.78025257752 0.022816927654232707
4 102.843569296 3.94224574449 0.019404588029865614
26 105.904797713 4.10423891146 0.016502573979933162
10 109.94660744 4.31812218606 0.013324881712812105
34 113.163704713 4.48836357444 0.011239020589928603
42 118.183849802 4.75401810622 0.008617001520975581
18 121.450357953 4.92687420456 0.007249127192835497
46 125.303058778 5.13075027104 0.0059121231145044225
16 129.155759604 5.33462633753 0.004821711468327208
40 132.422267754 5.50748243587 0.004056306551179058
32 137.442412843 5.77313696765 0.0031099862698334316
8 140.659510117 5.94337835603 0.002623152720931482
24 144.701319844 6.15726163063 0.002118045328174604
2 147.76254826 6.3192547976 0.0018012853283595085
22 150.823776677 6.48124796457 0.0015318977318389815
6 154.865586404 6.69513123916 0.0012369195313228498
30 158.082683677 6.86537262755 0.0010432936201794241
38 163.102828766 7.13102715932 0.0007998973433650609
14 166.369336916 7.30388325767 0.0006729205709376215
48 170.222037742 7.50775932415 0.0005488094160628461
20 174.074738568 7.71163539064 0.00044758889558036444
44 177.341246718 7.88449148898 0.0003765380366087581
36 182.361391807 8.15014602075 0.00028869320135154603
12 185.57848908 8.32038740914 0.00024350151123991276
28 189.620298807 8.53427068374 0.0001966135003004891
3 192.681527224 8.6962638507 0.0001672093645672362
25 195.74275564 8.85825701767 0.0001422027050850961
9 199.784565367 9.07214029227 0.0001148205259861216
33 203.001662641 9.24238168066 9.684665751769055e-05
